Plant ID,Plant Name,Family,Watering Frequency,Min Ideal Temperature in Celicius,Max Ideal Temperature in Celicius,Sunlight,Air temperature in Celicius,Sun Hours,Sunlight outside
1358766,Lavandula stoechas L.,Lamiaceae,More often than Every week,5,35,Full sun location,54,9,Partial sun
1359498,Trifolium incarnatum L.,Fabaceae,More often than Every week,20,35,Full sun location,40,9,Partial sun
1359517,Trifolium pratense L.,Fabaceae,More often than Every week,20,35,Full sun location,40,9,Partial sun
1359616,Punica granatum L.,Lythraceae,More often than Every 1-2 weeks,5,38,Full sun location,51,9,Partial sun
1359620,Alcea rosea L.,Malvaceae,More often than Every week,0,35,Full sun location,57,9,Partial sun
1360978,Pancratium maritimum L.,Amaryllidaceae,More often than Every week,15,35,Full sun location,44,9,Partial sun
1361656,Ophrys apifera Huds.,Orchidaceae,More often than Every 1-2 weeks,10,35,Partial sun location,53,3,Full sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,More often than Every week,20,35,Partial sun location,52,3,Full sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,More often than Every week,5,35,Full sun location,44,9,Partial sun
1362490,Sedum rupestre L.,Crassulaceae,More often than Every week,10,35,Full sun location,36,9,Partial sun
1363128,Papaver rhoeas L.,Papaveraceae,More often than Every week,20,35,Full sun location,41,9,Partial sun
1363130,Papaver somniferum L.,Papaveraceae,More often than Twice per week,20,35,Full sun location,52,9,Partial sun
1363227,Daucus carota L.,Apiaceae,More often than Twice per week,20,35,Full sun location,42,9,Partial sun
1363336,Smilax aspera L.,Smilacaceae,More often than Every 3 weeks,15,38,Full sun location,49,9,Partial sun
1363740,Trifolium repens L.,Fabaceae,More often than Every week,0,35,Full sun location,53,9,Partial sun
1363764,Acacia dealbata Link,Fabaceae,More often than Every 1-2 weeks,15,38,Full sun location,58,9,Partial sun
1363991,Fragaria vesca L.,Rosaceae,More often than Every week,5,35,Full sun location,39,9,Partial sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,More often than Every week,20,35,Full sun location,58,9,Partial sun
1364164,Lapsana communis L.,Asteraceae,More often than Every week,20,35,Partial sun location,49,3,Full sun
1364173,Lactuca serriola L.,Asteraceae,More often than Every week,20,35,Full sun location,56,9,Partial sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,More often than Every 1-2 weeks,0,35,Full sun location,51,9,Partial sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,More often than Every week,15,38,Partial sun location,56,3,Full sun
1374048,Tagetes erecta L.,Asteraceae,More often than Twice per week,20,38,Full sun location,45,9,Partial sun
1384485,Cucurbita pepo L.,Cucurbitaceae,More often than Twice per week,20,35,Full sun location,44,9,Partial sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,More often than Every 3 weeks,20,38,Partial sun location,45,3,Full sun
1389510,Aegopodium podagraria L.,Apiaceae,More often than Every week,0,35,Partial sun location,38,3,Full sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,More often than Every week,20,35,Full sun location,49,9,Partial sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,More often than Every week,20,35,Partial sun location,38,3,Full sun
1393241,Hypericum calycinum L.,Hypericaceae,More often than Every 2-3 weeks,5,35,Full sun location,56,9,Partial sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,More often than Every week,5,35,Full sun location,47,9,Partial sun
1393423,Lamium album L.,Lamiaceae,More often than Every week,5,35,Partial sun location,58,3,Full sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,More often than Every week,5,35,Partial sun location,47,3,Full sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,More often than Every 1-2 weeks,5,35,Full sun location,55,9,Partial sun
1394382,Anemone alpina L.,Ranunculaceae,More often than Every 1-2 weeks,15,20,Full sun location,26,9,Partial sun
1394420,Anemone hepatica L.,Ranunculaceae,More often than Every week,2,32,Partial sun location,40,3,Full sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,Less often than Every 1-2 weeks,20,38,Full sun location,5,11,Partial sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,Less often than Every week,0,35,Full sun location,-4,11,Partial sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,Less often than Every week,20,35,Full sun location,-5,11,Partial sun
1355990,Mercurialis annua L.,Euphorbiaceae,Less often than Every week,20,38,Full sun location,18,11,Partial sun
1356022,Hypericum perforatum L.,Hypericaceae,Less often than Every week,5,35,Full sun location,3,11,Partial sun
1356257,Melilotus albus Medik.,Fabaceae,Less often than Every week,20,38,Full sun location,18,11,Partial sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Less often than Twice per week,5,32,Partial sun location,-6,5,Full sun
1356781,Humulus lupulus L.,Cannabaceae,Less often than Twice per week,0,35,Full sun location,-5,11,Partial sun
1357330,Calendula officinalis L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,9,11,Partial sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,Less often than Every week,20,35,Full sun location,-5,11,Partial sun
1358094,Sedum acre L.,Crassulaceae,Less often than Every 2-3 weeks,0,32,Full sun location,-7,11,Partial sun
1358095,Sedum album L.,Crassulaceae,Less often than Every 2-3 weeks,20,35,Full sun location,-9,11,Partial sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,Less often than Every 2 weeks,5,25,Full sun location,-3,11,Partial sun
1358689,Hypericum androsaemum L.,Hypericaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-5,11,Partial sun
1358752,Lamium purpureum L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,4,5,Full sun
1358766,Lavandula stoechas L.,Lamiaceae,Less often than Every week,5,35,Full sun location,-6,11,Partial sun
1359498,Trifolium incarnatum L.,Fabaceae,Less often than Every week,20,35,Full sun location,-4,11,Partial sun
1359517,Trifolium pratense L.,Fabaceae,More often than Every week,20,35,Full sun location,45,11,Partial sun
1359616,Punica granatum L.,Lythraceae,Less often than Every 1-2 weeks,5,38,Full sun location,-2,11,Partial sun
1359620,Alcea rosea L.,Malvaceae,Less often than Every week,0,35,Full sun location,-3,11,Partial sun
1360978,Pancratium maritimum L.,Amaryllidaceae,Less often than Every week,15,35,Full sun location,14,11,Partial sun
1361656,Ophrys apifera Huds.,Orchidaceae,Less often than Every 1-2 weeks,10,35,Partial sun location,-7,5,Full sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,3,5,Full sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,Less often than Every week,5,35,Full sun location,3,11,Partial sun
1362490,Sedum rupestre L.,Crassulaceae,Less often than Every week,10,35,Full sun location,-7,11,Partial sun
1363128,Papaver rhoeas L.,Papaveraceae,Less often than Every week,20,35,Full sun location,-4,11,Partial sun
1363130,Papaver somniferum L.,Papaveraceae,Less often than Twice per week,20,35,Full sun location,19,11,Partial sun
1363227,Daucus carota L.,Apiaceae,Less often than Twice per week,20,35,Full sun location,8,11,Partial sun
1363336,Smilax aspera L.,Smilacaceae,Less often than Every 3 weeks,15,38,Full sun location,-4,11,Partial sun
1363740,Trifolium repens L.,Fabaceae,Less often than Every week,0,35,Full sun location,-3,11,Partial sun
1363764,Acacia dealbata Link,Fabaceae,Less often than Every 1-2 weeks,15,38,Full sun location,-8,11,Partial sun
1363991,Fragaria vesca L.,Rosaceae,Less often than Every week,5,35,Full sun location,-8,11,Partial sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,Less often than Every week,20,35,Full sun location,-1,11,Partial sun
1364164,Lapsana communis L.,Asteraceae,Less often than Every week,20,35,Partial sun location,0,5,Full sun
1364173,Lactuca serriola L.,Asteraceae,Less often than Every week,20,35,Full sun location,-4,11,Partial sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,Less often than Every 1-2 weeks,0,35,Full sun location,-6,11,Partial sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,Less often than Every week,15,38,Partial sun location,1,5,Full sun
1374048,Tagetes erecta L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,4,11,Partial sun
1384485,Cucurbita pepo L.,Cucurbitaceae,Less often than Twice per week,20,35,Full sun location,16,11,Partial sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,Less often than Every 3 weeks,20,38,Partial sun location,0,5,Full sun
1389510,Aegopodium podagraria L.,Apiaceae,Less often than Every week,0,35,Partial sun location,-2,5,Full sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,Less often than Every week,20,35,Full sun location,11,11,Partial sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,Less often than Every week,20,35,Partial sun location,7,5,Full sun
1393241,Hypericum calycinum L.,Hypericaceae,Less often than Every 2-3 weeks,5,35,Full sun location,1,11,Partial sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,Less often than Every week,5,35,Full sun location,2,11,Partial sun
1393423,Lamium album L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,-7,5,Full sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,-5,5,Full sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,Less often than Every 1-2 weeks,5,35,Full sun location,2,11,Partial sun
1394382,Anemone alpina L.,Ranunculaceae,Less often than Every 1-2 weeks,15,20,Full sun location,-4,11,Partial sun
1394420,Anemone hepatica L.,Ranunculaceae,Less often than Every week,2,32,Partial sun location,-9,5,Full sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,Less often than Every 1-2 weeks,20,38,Full sun location,19,11,Partial sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,Less often than Every week,0,35,Full sun location,-5,11,Partial sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,Less often than Every week,20,35,Full sun location,-4,11,Partial sun
1355990,Mercurialis annua L.,Euphorbiaceae,Less often than Every week,20,38,Full sun location,0,11,Partial sun
1356022,Hypericum perforatum L.,Hypericaceae,Less often than Every week,5,35,Full sun location,1,11,Partial sun
1356257,Melilotus albus Medik.,Fabaceae,Less often than Every week,20,38,Full sun location,1,11,Partial sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Less often than Twice per week,5,32,Partial sun location,-6,5,Full sun
1356781,Humulus lupulus L.,Cannabaceae,Less often than Twice per week,0,35,Full sun location,-6,11,Partial sun
1357330,Calendula officinalis L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,14,11,Partial sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,Less often than Every week,20,35,Full sun location,-9,11,Partial sun
1358094,Sedum acre L.,Crassulaceae,Less often than Every 2-3 weeks,0,32,Full sun location,-3,11,Partial sun
1358095,Sedum album L.,Crassulaceae,Less often than Every 2-3 weeks,20,35,Full sun location,7,11,Partial sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,Less often than Every 2 weeks,5,25,Full sun location,-10,11,Partial sun
1358689,Hypericum androsaemum L.,Hypericaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-3,11,Partial sun
1358752,Lamium purpureum L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,10,5,Full sun
1358766,Lavandula stoechas L.,Lamiaceae,Less often than Every week,5,35,Full sun location,1,11,Partial sun
1359498,Trifolium incarnatum L.,Fabaceae,Less often than Every week,20,35,Full sun location,14,11,Partial sun
1359517,Trifolium pratense L.,Fabaceae,Less often than Every week,20,35,Full sun location,-9,11,Partial sun
1359616,Punica granatum L.,Lythraceae,Less often than Every 1-2 weeks,5,38,Full sun location,-10,11,Partial sun
1359620,Alcea rosea L.,Malvaceae,Less often than Every week,0,35,Full sun location,-3,11,Partial sun
1360978,Pancratium maritimum L.,Amaryllidaceae,Less often than Every week,15,35,Full sun location,-9,11,Partial sun
1361656,Ophrys apifera Huds.,Orchidaceae,Less often than Every 1-2 weeks,10,35,Partial sun location,-8,5,Full sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,3,5,Full sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,Less often than Every week,5,35,Full sun location,3,11,Partial sun
1362490,Sedum rupestre L.,Crassulaceae,Less often than Every week,10,35,Full sun location,-1,11,Partial sun
1363128,Papaver rhoeas L.,Papaveraceae,Less often than Every week,20,35,Full sun location,12,11,Partial sun
1363130,Papaver somniferum L.,Papaveraceae,Less often than Twice per week,20,35,Full sun location,13,11,Partial sun
1363227,Daucus carota L.,Apiaceae,Less often than Twice per week,20,35,Full sun location,1,11,Partial sun
1363336,Smilax aspera L.,Smilacaceae,Less often than Every 3 weeks,15,38,Full sun location,1,11,Partial sun
1363740,Trifolium repens L.,Fabaceae,Less often than Every week,0,35,Full sun location,-9,11,Partial sun
1363764,Acacia dealbata Link,Fabaceae,Less often than Every 1-2 weeks,15,38,Full sun location,-5,11,Partial sun
1363991,Fragaria vesca L.,Rosaceae,Less often than Every week,5,35,Full sun location,-4,11,Partial sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,Less often than Every week,20,35,Full sun location,-8,11,Partial sun
1364164,Lapsana communis L.,Asteraceae,Less often than Every week,20,35,Partial sun location,-8,5,Full sun
1364173,Lactuca serriola L.,Asteraceae,Less often than Every week,20,35,Full sun location,15,11,Partial sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,Less often than Every 1-2 weeks,0,35,Full sun location,-10,11,Partial sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,Less often than Every week,15,38,Partial sun location,7,5,Full sun
1374048,Tagetes erecta L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,10,11,Partial sun
1384485,Cucurbita pepo L.,Cucurbitaceae,Less often than Twice per week,20,35,Full sun location,-8,11,Partial sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,Less often than Every 3 weeks,20,38,Partial sun location,-5,5,Full sun
1389510,Aegopodium podagraria L.,Apiaceae,Less often than Every week,0,35,Partial sun location,-2,5,Full sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,Less often than Every week,20,35,Full sun location,12,11,Partial sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,Less often than Every week,20,35,Partial sun location,15,5,Full sun
1393241,Hypericum calycinum L.,Hypericaceae,Less often than Every 2-3 weeks,5,35,Full sun location,-1,11,Partial sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,Less often than Every week,5,35,Full sun location,-2,11,Partial sun
1393423,Lamium album L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,-8,5,Full sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,-3,5,Full sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-10,11,Partial sun
1394382,Anemone alpina L.,Ranunculaceae,Less often than Every 1-2 weeks,15,20,Full sun location,-6,11,Partial sun
1394420,Anemone hepatica L.,Ranunculaceae,Less often than Every week,2,32,Partial sun location,-10,5,Full sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,Less often than Every 1-2 weeks,20,38,Full sun location,16,11,Partial sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,Less often than Every week,0,35,Full sun location,-4,11,Partial sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,Less often than Every week,20,35,Full sun location,10,11,Partial sun
1355990,Mercurialis annua L.,Euphorbiaceae,Less often than Every week,20,38,Full sun location,10,11,Partial sun
1356022,Hypericum perforatum L.,Hypericaceae,Less often than Every week,5,35,Full sun location,-8,11,Partial sun
1356257,Melilotus albus Medik.,Fabaceae,Less often than Every week,20,38,Full sun location,12,11,Partial sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Less often than Twice per week,5,32,Partial sun location,-2,5,Full sun
1356781,Humulus lupulus L.,Cannabaceae,Less often than Twice per week,0,35,Full sun location,-4,11,Partial sun
1357330,Calendula officinalis L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,-2,11,Partial sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,Less often than Every week,20,35,Full sun location,6,11,Partial sun
1358094,Sedum acre L.,Crassulaceae,Less often than Every 2-3 weeks,0,32,Full sun location,-7,11,Partial sun
1358095,Sedum album L.,Crassulaceae,Less often than Every 2-3 weeks,20,35,Full sun location,2,11,Partial sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,Less often than Every 2 weeks,5,25,Full sun location,-8,11,Partial sun
1358689,Hypericum androsaemum L.,Hypericaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-6,11,Partial sun
1358752,Lamium purpureum L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,-7,5,Full sun
1358766,Lavandula stoechas L.,Lamiaceae,Less often than Every week,5,35,Full sun location,-9,11,Partial sun
1359498,Trifolium incarnatum L.,Fabaceae,Less often than Every week,20,35,Full sun location,1,11,Partial sun
1359517,Trifolium pratense L.,Fabaceae,Less often than Every week,20,35,Full sun location,5,11,Partial sun
1359616,Punica granatum L.,Lythraceae,Less often than Every 1-2 weeks,5,38,Full sun location,-6,11,Partial sun
1359620,Alcea rosea L.,Malvaceae,Less often than Every week,0,35,Full sun location,-2,11,Partial sun
1360978,Pancratium maritimum L.,Amaryllidaceae,Less often than Every week,15,35,Full sun location,-7,11,Partial sun
1361656,Ophrys apifera Huds.,Orchidaceae,Less often than Every 1-2 weeks,10,35,Partial sun location,-5,5,Full sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,-6,5,Full sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,Less often than Every week,5,35,Full sun location,3,11,Partial sun
1362490,Sedum rupestre L.,Crassulaceae,Less often than Every week,10,35,Full sun location,9,11,Partial sun
1363128,Papaver rhoeas L.,Papaveraceae,Less often than Every week,20,35,Full sun location,-8,11,Partial sun
1363130,Papaver somniferum L.,Papaveraceae,Less often than Twice per week,20,35,Full sun location,-7,11,Partial sun
1363227,Daucus carota L.,Apiaceae,Less often than Twice per week,20,35,Full sun location,10,11,Partial sun
1363336,Smilax aspera L.,Smilacaceae,Less often than Every 3 weeks,15,38,Full sun location,13,11,Partial sun
1363740,Trifolium repens L.,Fabaceae,Less often than Every week,0,35,Full sun location,-9,11,Partial sun
1363764,Acacia dealbata Link,Fabaceae,Less often than Every 1-2 weeks,15,38,Full sun location,-7,11,Partial sun
1363991,Fragaria vesca L.,Rosaceae,Less often than Every week,5,35,Full sun location,4,11,Partial sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,Less often than Every week,20,35,Full sun location,-1,11,Partial sun
1364164,Lapsana communis L.,Asteraceae,Less often than Every week,20,35,Partial sun location,1,5,Full sun
1364173,Lactuca serriola L.,Asteraceae,Less often than Every week,20,35,Full sun location,12,11,Partial sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,Less often than Every 1-2 weeks,0,35,Full sun location,-5,11,Partial sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,Less often than Every week,15,38,Partial sun location,8,5,Full sun
1374048,Tagetes erecta L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,7,11,Partial sun
1384485,Cucurbita pepo L.,Cucurbitaceae,Less often than Twice per week,20,35,Full sun location,11,11,Partial sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,Less often than Every 3 weeks,20,38,Partial sun location,10,5,Full sun
1389510,Aegopodium podagraria L.,Apiaceae,Less often than Every week,0,35,Partial sun location,-4,5,Full sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,Less often than Every week,20,35,Full sun location,18,11,Partial sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,Less often than Every week,20,35,Partial sun location,-9,5,Full sun
1393241,Hypericum calycinum L.,Hypericaceae,Less often than Every 2-3 weeks,5,35,Full sun location,1,11,Partial sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,Less often than Every week,5,35,Full sun location,-9,11,Partial sun
1393423,Lamium album L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,4,5,Full sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,-6,5,Full sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-10,11,Partial sun
1394382,Anemone alpina L.,Ranunculaceae,Less often than Every 1-2 weeks,15,20,Full sun location,-10,11,Partial sun
1394420,Anemone hepatica L.,Ranunculaceae,Less often than Every week,2,32,Partial sun location,0,5,Full sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,Less often than Every 1-2 weeks,20,38,Full sun location,-6,11,Partial sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,Less often than Every week,0,35,Full sun location,-7,11,Partial sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,Less often than Every week,20,35,Full sun location,14,11,Partial sun
1355990,Mercurialis annua L.,Euphorbiaceae,Less often than Every week,20,38,Full sun location,-4,11,Partial sun
1356022,Hypericum perforatum L.,Hypericaceae,Less often than Every week,5,35,Full sun location,-8,11,Partial sun
1356257,Melilotus albus Medik.,Fabaceae,Less often than Every week,20,38,Full sun location,19,11,Partial sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Less often than Twice per week,5,32,Partial sun location,-3,5,Full sun
1356781,Humulus lupulus L.,Cannabaceae,Less often than Twice per week,0,35,Full sun location,-1,11,Partial sun
1357330,Calendula officinalis L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,3,11,Partial sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,Less often than Every week,20,35,Full sun location,-4,11,Partial sun
1358094,Sedum acre L.,Crassulaceae,Less often than Every 2-3 weeks,0,32,Full sun location,-5,11,Partial sun
1358095,Sedum album L.,Crassulaceae,Less often than Every 2-3 weeks,20,35,Full sun location,2,11,Partial sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,Less often than Every 2 weeks,5,25,Full sun location,-5,11,Partial sun
1358689,Hypericum androsaemum L.,Hypericaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-7,11,Partial sun
1358752,Lamium purpureum L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,-3,5,Full sun
1358766,Lavandula stoechas L.,Lamiaceae,Less often than Every week,5,35,Full sun location,4,11,Partial sun
1359498,Trifolium incarnatum L.,Fabaceae,Less often than Every week,20,35,Full sun location,-4,11,Partial sun
1359517,Trifolium pratense L.,Fabaceae,Less often than Every week,20,35,Full sun location,-4,11,Partial sun
1359616,Punica granatum L.,Lythraceae,Less often than Every 1-2 weeks,5,38,Full sun location,4,11,Partial sun
1359620,Alcea rosea L.,Malvaceae,Less often than Every week,0,35,Full sun location,-4,11,Partial sun
1360978,Pancratium maritimum L.,Amaryllidaceae,Less often than Every week,15,35,Full sun location,-8,11,Partial sun
1361656,Ophrys apifera Huds.,Orchidaceae,Less often than Every 1-2 weeks,10,35,Partial sun location,-2,5,Full sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,13,5,Full sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,Less often than Every week,5,35,Full sun location,-6,11,Partial sun
1362490,Sedum rupestre L.,Crassulaceae,Less often than Every week,10,35,Full sun location,-8,11,Partial sun
1363128,Papaver rhoeas L.,Papaveraceae,Less often than Every week,20,35,Full sun location,-9,11,Partial sun
1363130,Papaver somniferum L.,Papaveraceae,Less often than Twice per week,20,35,Full sun location,17,11,Partial sun
1363227,Daucus carota L.,Apiaceae,Less often than Twice per week,20,35,Full sun location,7,11,Partial sun
1363336,Smilax aspera L.,Smilacaceae,Less often than Every 3 weeks,15,38,Full sun location,-3,11,Partial sun
1363740,Trifolium repens L.,Fabaceae,Less often than Every week,0,35,Full sun location,-3,11,Partial sun
1363764,Acacia dealbata Link,Fabaceae,Less often than Every 1-2 weeks,15,38,Full sun location,-6,11,Partial sun
1363991,Fragaria vesca L.,Rosaceae,Less often than Every week,5,35,Full sun location,-1,11,Partial sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,Less often than Every week,20,35,Full sun location,-1,11,Partial sun
1364164,Lapsana communis L.,Asteraceae,Less often than Every week,20,35,Partial sun location,14,5,Full sun
1364173,Lactuca serriola L.,Asteraceae,Less often than Every week,20,35,Full sun location,-5,11,Partial sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,Less often than Every 1-2 weeks,0,35,Full sun location,-8,11,Partial sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,Less often than Every week,15,38,Partial sun location,5,5,Full sun
1374048,Tagetes erecta L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,-5,11,Partial sun
1384485,Cucurbita pepo L.,Cucurbitaceae,Less often than Twice per week,20,35,Full sun location,7,11,Partial sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,Less often than Every 3 weeks,20,38,Partial sun location,13,5,Full sun
1389510,Aegopodium podagraria L.,Apiaceae,Less often than Every week,0,35,Partial sun location,-9,5,Full sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,Less often than Every week,20,35,Full sun location,17,11,Partial sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,Less often than Every week,20,35,Partial sun location,9,5,Full sun
1393241,Hypericum calycinum L.,Hypericaceae,Less often than Every 2-3 weeks,5,35,Full sun location,1,11,Partial sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,Less often than Every week,5,35,Full sun location,-6,11,Partial sun
1393423,Lamium album L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,0,5,Full sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,-5,5,Full sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-8,11,Partial sun
1394382,Anemone alpina L.,Ranunculaceae,Less often than Every 1-2 weeks,15,20,Full sun location,-1,11,Partial sun
1394420,Anemone hepatica L.,Ranunculaceae,Less often than Every week,2,32,Partial sun location,-4,5,Full sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,Less often than Every 1-2 weeks,20,38,Full sun location,5,11,Partial sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,Less often than Every week,0,35,Full sun location,-8,11,Partial sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,Less often than Every week,20,35,Full sun location,8,11,Partial sun
1355990,Mercurialis annua L.,Euphorbiaceae,Less often than Every week,20,38,Full sun location,9,11,Partial sun
1356022,Hypericum perforatum L.,Hypericaceae,Less often than Every week,5,35,Full sun location,1,11,Partial sun
1356257,Melilotus albus Medik.,Fabaceae,Less often than Every week,20,38,Full sun location,-7,11,Partial sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Less often than Twice per week,5,32,Partial sun location,4,5,Full sun
1356781,Humulus lupulus L.,Cannabaceae,Less often than Twice per week,0,35,Full sun location,-3,11,Partial sun
1357330,Calendula officinalis L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,11,11,Partial sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,Less often than Every week,20,35,Full sun location,-8,11,Partial sun
1358094,Sedum acre L.,Crassulaceae,Less often than Every 2-3 weeks,0,32,Full sun location,-4,11,Partial sun
1358095,Sedum album L.,Crassulaceae,Less often than Every 2-3 weeks,20,35,Full sun location,-2,11,Partial sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,Less often than Every 2 weeks,5,25,Full sun location,-7,11,Partial sun
