Plant ID,Plant Name,Family,Watering Frequency,Min Ideal Temperature in Celicius,Max Ideal Temperature in Celicius,Sunlight,Air temperature in Celicius
1392691,Hebe ochracea Ashwin,Scrophulariaceae,,,,,46
1392695,Hebe salicifolia (G.Forst.) Pennell,Scrophulariaceae,,,,,51
1392730,Helicodiceros muscivorus (L.f.) Engl.,Araceae,More often than Every week,,,Partial sun,21
1392777,Hippophae rhamnoides L.,Elaeagnaceae,More often than Every 2 weeks,0,32,Full sun,56
1393241,Hypericum calycinum L.,Hypericaceae,More often than Every 2-3 weeks,5,35,Full sun,56
1393242,Hypericum coris L.,Hypericaceae,,,,,40
1393245,Hypericum elodes L.,Hypericaceae,,,,,48
1393248,Hypericum x inodorum Mill.,Hypericaceae,,,,,4
1393250,Hypericum maculatum Crantz,Hypericaceae,More often than Every week,0,21,Full sun,57
1393253,Hypericum nummularium L.,Hypericaceae,More often than Every 3 weeks,10,35,Full sun,52
1393254,Hypericum pulchrum L.,Hypericaceae,More often than Every week,5,25,Full sun,35
1393257,Hypericum richeri Vill.,Hypericaceae,More often than Every week,10,35,Full sun,46
1393294,Dierama pulcherrimum (Hook.f.) Baker,Iridaceae,More often than Every week,15,35,Full sun,56
1393322,Iva xanthiifolia Nutt.,Asteraceae,,,,,41
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,More often than Every week,5,35,Full sun,47
1393414,Lactuca alpina (L.) Benth. & Hook.f.,Asteraceae,,,,,59
1393416,Lactuca macrophylla (Willd.) A.Gray,Asteraceae,,,,,18
1393418,Lactuca viminea (L.) J.Presl & C.Presl,Asteraceae,More often than Every 2-3 weeks,20,35,Full sun,51
1393423,Lamium album L.,Lamiaceae,More often than Every week,5,35,Partial sun,58
1393425,Lamium maculatum (L.) L.,Lamiaceae,More often than Every week,5,35,Partial sun,47
1393449,Lathraea clandestina L.,Orobanchaceae,More often than Every week,15,32,Partial sun,55
1393450,Lathraea squamaria L.,Orobanchaceae,More often than Every week,15,32,Full shade,54
1393465,Lavandula x intermedia Emeric ex Loisel.,Lamiaceae,,,,,15
1393466,Lavandula latifolia Medik.,Lamiaceae,More often than Every 1-2 weeks,10,35,Full sun,55
1393537,Limnanthes douglasii R.Br.,Limnanthaceae,More often than Every week,20,35,Full sun,40
1393614,Liriodendron tulipifera L.,Magnoliaceae,More often than Every 1-2 weeks,5,35,Full sun,55
1393654,Lupinus arboreus Sims,Fabaceae,More often than Every week,15,35,Full sun,46
1393656,Lupinus x regalis Bergmans,Fabaceae,,,,,6
1393725,Maianthemum bifolium (L.) F.W.Schmidt,Asparagaceae,More often than Every week,0,32,Partial sun,58
1393789,Melilotus altissimus Thuill.,Fabaceae,More often than Every week,20,38,Full sun,49
1393792,Melilotus officinalis (L.) Lam.,Fabaceae,More often than Every week,20,35,Full sun,52
1393796,Melilotus spicatus (Sm.) Breistr.,Fabaceae,,,,,57
1393818,Mercurialis ambigua L.f.,Euphorbiaceae,,,,,56
1393823,Mercurialis tomentosa L.,Euphorbiaceae,More often than Every week,20,41,Full sun,47
1393846,Moehringia ciliata (Scop.) Dalla Torre,Caryophyllaceae,More often than Every week,,,Partial sun,33
1393850,Moehringia muscosa L.,Caryophyllaceae,More often than Every week,10,35,Full sun,37
1393851,Moehringia pentandra J.Gay,Caryophyllaceae,,,,,49
1393933,Narthecium ossifragum (L.) Huds.,Nartheciaceae,More often than Every week,5,25,Full sun,58
1393945,Neotinea lactea (Poir.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,More often than Every week,5,32,Partial sun,44
1393946,Neotinea ustulata (L.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,More often than Every week,5,32,Partial sun,47
1393965,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,Brassicaceae,More often than Every week,,,Full sun,54
1393967,Noccaea montana (L.) F.K.Mey.,Brassicaceae,,,,,7
1393968,Noccaea rotundifolia (L.) Moench,Brassicaceae,,,,,43
1393980,Nymphaea candida C.Presl,Nymphaeaceae,More often than Every week,5,32,Full sun,32
1393981,Nymphoides peltata (S.G.Gmel.) Kuntze,Menyanthaceae,More often than Every week,5,35,Full sun,52
1394072,Ophrys arachnitiformis Gren. & M.Philippe,Orchidaceae,,,,,5
1394073,Ophrys aranifera Huds.,Orchidaceae,,,,,27
1394077,Ophrys aveyronensis (J.J.Wood) P.Delforge,Orchidaceae,,,,,12
1394078,Ophrys aymoninii (Breistr.) Buttler,Orchidaceae,,,,,36
1394082,Ophrys bertolonii Moretti,Orchidaceae,More often than Every week,10,35,Full sun,45
1394088,Ophrys catalaunica O.Danesch & E.Danesch,Orchidaceae,,,,,55
1394114,Ophrys exaltata Ten.,Orchidaceae,,,,,21
1394120,Ophrys fuciflora (F.W.Schmidt) Moench,Orchidaceae,More often than Every 1-2 weeks,10,35,Partial sun,39
1394128,Ophrys incubacea Bianca,Orchidaceae,,,,,25
1394143,Ophrys lupercalis Devillers & Devillers-Tersch.,Orchidaceae,,,,,32
1394153,Ophrys morisii (Martelli) SoÃ³,Orchidaceae,,,,,37
1394164,Ophrys passionis Sennen,Orchidaceae,,,,,52
1394169,Ophrys provincialis (Baumann & KÃ¼nkele) Paulus,Orchidaceae,,,,,18
1394183,Ophrys saratoi E.G.Camus,Orchidaceae,,,,,10
1394189,Ophrys sulcata Devillers & Devillers-Tersch.,Orchidaceae,,,,,57
1394313,Oreopteris limbosperma (Bellardi ex All.) Holub,Thelypteridaceae,,,,,16
1394378,Anemone x hybrida Paxton,Ranunculaceae,,,,,39
1394382,Anemone alpina L.,Ranunculaceae,,,,,6
1394383,Pancratium illyricum L.,Amaryllidaceae,More often than Every week,15,35,Full sun,53
1394394,Anemone apennina L.,Ranunculaceae,More often than Every week,10,35,Full sun,54
1394396,Anemone baldensis L.,Ranunculaceae,More often than Every week,5,32,Full sun,55
1394399,Papaver alpinum L.,Papaveraceae,More often than Every week,20,35,Full sun,37
1394401,Papaver croceum Ledeb.,Papaveraceae,,,,,47
1394404,Papaver orientale L.,Papaveraceae,More often than Every week,20,35,Full sun,49
1394405,Papaver pseudoorientale (Fedde) Medw.,Papaveraceae,,,,,13
1394406,Papaver rhaeticum Leresche,Papaveraceae,,,,,55
1394418,Anemone halleri All.,Ranunculaceae,,,,,51
1394420,Anemone hepatica L.,Ranunculaceae,,,,,43
1394453,Pelargonium x hybridum (L.) Aiton,Geraniaceae,,,,,45
1394454,Pelargonium inquinans (L.) Aiton,Geraniaceae,,,,,7
1394455,Pelargonium peltatum (L.) Aiton,Geraniaceae,More often than Every 1-2 weeks,20,38,Full sun,50
1394457,Anemone montana Hoppe,Ranunculaceae,,,,,41
1394460,Anemone nemorosa L.,Ranunculaceae,More often than Every week,5,32,Partial sun,51
1394489,Anemone pulsatilla L.,Ranunculaceae,,,,,56
1394498,Anemone rubra Lam.,Ranunculaceae,,,,,57
1394502,Phedimus stellatus (L.) Raf.,Crassulaceae,,,,,35
1394504,Anemone sylvestris L.,Ranunculaceae,More often than Every week,5,32,Partial sun,45
1394508,Anemone trifolia L.,Ranunculaceae,More often than Every 1-2 weeks,5,32,Full sun,55
1394513,Anemone vernalis L.,Ranunculaceae,,,,,38
1394549,Angelica heterocarpa J.Lloyd,Apiaceae,,,,,14
1394580,Angelica razulii Gouan,Apiaceae,,,,,2
1394591,Angelica sylvestris L.,Apiaceae,More often than Every week,20,35,Full sun,47
1394648,Pleurospermum austriacum (L.) Hoffm.,Apiaceae,,,,,38
1394714,Sasa palmata (Burb.) Camus,Poaceae,More often than Every 1-2 weeks,,,Full sun,24
1394759,Anthericum ramosum L.,Asparagaceae,More often than Every week,5,25,Full sun,31
1394994,Pyracantha coccinea M.Roem.,Rosaceae,More often than Every 1-2 weeks,10,35,Full sun,48
1394995,Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,Rosaceae,More often than Every week,10,35,Full sun,47
1395391,Holodiscus discolor (Pursh) Maxim.,Rosaceae,More often than Every week,10,35,Full sun,35
1395720,Sagittaria graminea Michx.,Alismataceae,More often than Every week,20,35,Full sun,38
1395721,Sagittaria latifolia Willd.,Alismataceae,More often than Twice per week,10,35,Full sun,38
1395722,Sagittaria sagittifolia L.,Alismataceae,More often than Every week,10,35,Full sun,58
1396133,Diascia rigescens E.Mey. ex Benth.,Scrophulariaceae,More often than Every week,20,38,Full sun,38
1396134,Diascia vigilis Hilliard & Burtt,Scrophulariaceae,,,,,32
1396143,Sedum sarmentosum Bunge,Crassulaceae,More often than Every 3 weeks,5,35,Full sun,40
1396144,Sedum alpestre Vill.,Crassulaceae,More often than Every 3 weeks,20,38,Full sun,55
1396145,Sedum annuum L.,Crassulaceae,More often than Every week,20,38,Full sun,55
1396156,Sedum kamtschaticum Fisch. & C.A.Mey.,Crassulaceae,More often than Every week,5,35,Full sun,49
1396159,Sedum mexicanum Britton,Crassulaceae,,,,,48
1396161,Sedum ochroleucum Chaix,Crassulaceae,,,,,30
1396165,Sedum sexangulare L.,Crassulaceae,More often than Every week,0,32,Full sun,47
1396708,Metasequoia glyptostroboides Hu & W.C.Cheng,Cupressaceae,More often than Every 1-2 weeks,5,35,Full sun,47
1396713,Telekia speciosa (Schreb.) Baumg.,Asteraceae,More often than Every week,0,32,Partial sun,58
1396754,Thesium alpinum L.,Santalaceae,More often than Every week,,,Full sun,16
1396758,Thesium linophyllon L.,Santalaceae,More often than Every week,,,Full sun,47
1396823,Tradescantia x andersoniana F.Ludw. & Rohweder,Commelinaceae,,,,,41
1396824,Tradescantia virginiana L.,Commelinaceae,More often than Every week,5,35,Partial sun,46
1396842,Trifolium alpestre L.,Fabaceae,More often than Every week,10,35,Full sun,46
1396843,Trifolium alpinum L.,Fabaceae,More often than Every week,5,25,Full sun,30
1396858,Trifolium pallescens Schreb.,Fabaceae,More often than Every week,20,38,Full sun,39
1396867,Trifolium spadiceum L.,Fabaceae,,,,,54
1396869,Trifolium thalii Vill.,Fabaceae,,,,,35
1397208,Viscaria alpina (L.) G.Don,Caryophyllaceae,,,,,41
1397209,Viscaria vulgaris Bernh.,Caryophyllaceae,More often than Every week,0,32,Full sun,34
1397268,Anemone hupehensis (Lemoine) Lemoine,Ranunculaceae,More often than Every week,5,32,Full sun,46
1397269,Anemone vitifolia Buch.-Ham. ex DC.,Ranunculaceae,,,,,34
1397303,Adenostyles alpina (L.) Bluff & Fingerh.,Asteraceae,More often than Every week,,,,9
1397305,Alcea biennis Winterl,Malvaceae,,,,,23
1397311,Anemone narcissiflora L.,Ranunculaceae,,,,,12
1397312,Anemone ranunculoides L.,Ranunculaceae,More often than Every week,10,38,Partial sun,50
1397313,Angelica archangelica L.,Apiaceae,More often than Every week,20,35,Full sun,57
1397349,Chaerophyllum bulbosum L.,Apiaceae,More often than Every week,20,35,Full sun,52
1397351,Cirsium acaulon (L.) Scop.,Asteraceae,,,,,2
1397352,Cirsium spinosissimum (L.) Scop.,Asteraceae,More often than Every week,10,32,Full sun,48
1397364,Cymbalaria muralis P.Gaertn. - B.Mey. & Scherb.,Scrophulariaceae,More often than Twice per week,20,38,Partial sun,44
1397379,Eritrichium nanum (L.) Schrad. ex Gaudin,Boraginaceae,More often than Every week,,,Full sun,41
1397387,Fragaria viridis Weston,Rosaceae,More often than Every week,5,35,Full sun,42
1397403,Honckenya peploides (L.) Ehrh.,Portulacaceae,More often than Every week,0,32,Full sun,55
1397407,Hypericum hyssopifolium Chaix,Hypericaceae,,,,,51
1397408,Hypericum mutilum L.,Hypericaceae,More often than Every week,20,38,Partial sun,49
1397420,Lactuca perennis L.,Asteraceae,More often than Every week,5,35,Full sun,44
1397491,Sedum atratum L.,Crassulaceae,More often than Every 3 weeks,20,38,Full sun,51
1397510,Thesium pyrenaicum Pourr.,Santalaceae,More often than Every week,,,,49
1397514,Trifolium medium L.,Fabaceae,More often than Every week,20,38,Full sun,38
1397515,Trinia glauca (L.) Dumort.,Apiaceae,More often than Every week,,,Full sun,16
1397550,Sedum montanum Perrier & Songeon,Crassulaceae,,,,,55
1397551,Trifolium badium Schreb.,Fabaceae,More often than Every week,20,38,Full sun,47
1397556,Freesia refracta (Jacq.) Eckl. ex Klatt,Iridaceae,More often than Every week,15,35,Full sun,44
1397585,Freesia alba (G.L.Mey.) Grumbleton,Iridaceae,,,,,4
1397598,Cobaea scandens Cav.,Polemoniaceae,More often than Every week,20,38,Full sun,41
1397613,Fragaria virginiana Duchesne,Rosaceae,More often than Twice per week,5,35,Full sun,44
1397841,Anemone pratensis L.,Ranunculaceae,,,,,14
1397959,Sagittaria lancifolia L.,Alismataceae,More often than Twice per week,5,38,Full sun,45
1398041,Neotinea tridentata (Scop.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,More often than Every week,5,32,Full sun,43
1398111,Adenostyles alliariae (Gouan) A.Kern.,Asteraceae,More often than Every week,10,25,Full sun,39
1398125,Ophrys pseudoscolopax (Moggr.) Paulus & Gack,Orchidaceae,,,,,55
1398128,Sedum palmeri S.Watson,Crassulaceae,More often than Every 2-3 weeks,15,35,Full sun,41
1398130,Hypericum olympicum L.,Hypericaceae,More often than Twice per week,10,35,Full sun,46
1398178,Tradescantia zebrina Bosse,Commelinaceae,More often than Every week,20,38,Partial sun,40
1398196,Dryopteris erythrosora (Eaton) Kuntze,Woodsiaceae,More often than Twice per week,5,35,Partial sun,44
1398274,Adenostyles leucophylla (Willd.) Rchb.,Asteraceae,More often than Every week,,,Partial sun,44
1398326,Calycanthus floridus L.,Calycanthaceae,More often than Twice per week,5,35,Partial sun,45
1398333,Phyllanthus niruri L.,Phyllanthaceae,More often than Every week,20,38,Full sun,48
1398355,Ophrys araneola sensu auct.plur.,Orchidaceae,,,,,17
1398444,Anemone blanda Schott & Kotschy,Ranunculaceae,More often than Every week,5,32,Full sun,37
1398447,Aralia elata (Miq.) Seem.,Araliaceae,More often than Every 3 weeks,5,35,Partial sun,49
1398469,Ophrys virescens Philippe,Orchidaceae,,,,,14
1398480,Clethra alnifolia L.,Clethraceae,More often than Every 1-2 weeks,0,35,Partial sun,40
1398494,Corispermum pallasii Steven,Amaranthaceae,,,,,2
1398513,Hypericum patulum Thunb.,Hypericaceae,More often than Every 2 weeks,0,32,Partial sun,56
1398515,Hypericum x hidcoteense Hilling ex Geerinck,Hypericaceae,,,,,51
1398526,Lupinus nootkatensis Donn ex Sims,Fabaceae,More often than Every week,5,32,Full sun,33
1398567,Smilax rotundifolia L.,Smilacaceae,More often than Every 3 weeks,5,35,Partial sun,41
1398592,Perovskia atriplicifolia Benth.,Lamiaceae,More often than Every week,5,35,Full sun,38
1398608,Nothofagus antarctica (G.Forst.) Oerst.,Nothofagaceae,More often than Every 3 weeks,15,32,Full sun,41
1398615,Iva annua L.,Asteraceae,More often than Every week,20,35,Full sun,45
1398700,Dryopteris fragrans (L.) Schott,Dryopteridaceae,More often than Every week,20,38,Partial sun,40
1398805,Neotinea conica (Willd.) R.M.Bateman,Orchidaceae,,,,,24
1398830,Tetraclinis articulata (Vahl) Mast.,Cupressaceae,More often than Every 1-2 weeks,20,35,Full sun,55
1399063,Alcea setosa (Boiss.) Alef.,Malvaceae,,,,,42
1399141,Chaerophyllum aromaticum L.,Apiaceae,,,,,22
1399145,Cucurbita moschata Duchesne,Cucurbitaceae,More often than Twice per week,20,38,Full sun,49
1399157,Daphne sericea Vahl,Thymelaeaceae,,,,,46
1399231,Lamium orvala L.,Lamiaceae,More often than Every week,20,35,Partial sun,48
1399338,Paederota bonarota (L.) L.,Plantaginaceae,,,,,16
1399384,Rhodothamnus chamaecistus (L.) Rchb.,Ericaceae,More often than Every week,,,Full sun,50
1399667,Ophrys lunulata Parl.,Orchidaceae,More often than Every week,20,38,,38
1399783,Schefflera actinophylla Harms,Araliaceae,More often than Every 1-2 weeks,20,38,Partial sun,40
1399803,Astydamia latifolia Baill.,Apiaceae,More often than Twice per week,,,Full sun,32
1399804,Lavandula pinnata Moench,Lamiaceae,More often than Every week,20,38,Full sun,43
1399920,Angelica atropurpurea L.,Apiaceae,More often than Every week,5,32,Partial sun,34
1400060,Acacia pravissima F.Muell.,Fabaceae,More often than Every 1-2 weeks,20,38,Full sun,44
1400080,Adonis pyrenaica DC.,Ranunculaceae,,,,,17
1400081,Adonis vernalis L.,Ranunculaceae,More often than Every week,0,32,Full sun,43
1400096,Barbarea rupicola Moris,Brassicaceae,,,,,41
1400100,Barbarea vulgaris R.Br.,Brassicaceae,More often than Every week,20,35,Full sun,47
1400104,Acacia baileyana F.Muell.,Fabaceae,More often than Every 2-3 weeks,20,38,Full sun,54
1400110,Bellium bellidioides L.,Asteraceae,,,,,55
1400471,Bocoa prouacensis Aubl.,Fabaceae,More often than Every 2-3 weeks,,,Full sun,45
1400478,Nephrolepis biserrata (Sw.) Schott,Nephrolepidaceae,More often than Every week,20,38,Partial sun,42
1400798,Vanilla pompona Schiede,Orchidaceae,More often than Every week,20,38,Partial sun,55
1400844,Guatteria anteridifera Scharf & Maas,Annonaceae,,,,,30
1401141,Caraipa densifolia Mart.,Calophyllaceae,More often than Every 2-3 weeks,,,Full sun,7
1401148,Caraipa punctulata Ducke,Calophyllaceae,More often than Every 2-3 weeks,,,Full sun,45
1401211,Vismia cayennensis (Jacq.) Pers.,Hypericaceae,More often than Every 2-3 weeks,,,Full sun,6
1401216,Vismia macrophylla Kunth,Hypericaceae,,,,,0
1401222,Vismia sessilifolia (Aubl.) Choisy,Hypericaceae,,,,,9
1401242,Dryopteris wallichiana (Spreng.) Hyl.,Dryopteridaceae,More often than Twice per week,15,35,Partial sun,59
1401701,Xylopia frutescens Aubl.,Annonaceae,,,,,30
1401711,Xylopia nitida Dunal,Annonaceae,,,,,52
1401718,Xylopia sericea A.St.-Hil.,Annonaceae,,,,,21
1401735,Phyllanthus urinaria L.,Phyllanthaceae,More often than Every week,20,38,Partial sun,44
1401736,Pogonophora schomburgkiana Miers ex Benth.,Euphorbiaceae,More often than Every week,,,Full sun,19
1401737,Sagotia racemosa Baill.,Euphorbiaceae,More often than Every 2-3 weeks,20,41,Full sun,56
1401883,Bonafousia undulata (Vahl) A.DC.,Apocynaceae,,,,,42
1402303,Guarea gomma Pulle,Meliaceae,,,,,14
1402356,Nymphoides indica (L.) Kuntze,Menyanthaceae,More often than Every week,15,38,Full sun,41
1402423,Anthurium hookeri Kunth,Araceae,More often than Every week,20,38,Partial sun,39
1402433,Anthurium jenmanii Engl.,Araceae,,,,,34
1402464,Anthurium scandens (Aubl.) Engl.,Araceae,More often than Twice per week,20,41,Partial sun,44
1402576,Dracontium polyphyllum L.,Araceae,,,,,36
1402811,Crotalaria retusa L.,Fabaceae,More often than Every week,20,38,Full sun,50
1402920,Peperomia magnoliifolia (Jacq.) A.Dietr.,Piperaceae,,,,,53
1402921,Peperomia obtusifolia (L.) A.Dietr.,Piperaceae,More often than Every week,20,38,Full shade,59
1402924,Peperomia quadrangularis (J.V.Thomps.) A.Dietr.,Piperaceae,,,,,51
1402925,Peperomia rotundifolia (L.) Kunth,Piperaceae,More often than Twice per week,20,38,Partial sun,52
1402926,Peperomia serpens (Sw.) Loudon,Piperaceae,More often than Twice per week,20,38,Partial sun,58
1403272,Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze,Rubiaceae,,,,,39
1403479,Mauritia flexuosa L.f.,Arecaceae,More often than Every 2-3 weeks,20,38,Partial sun,40
1403654,Urera baccifera (L.) Gaudich. ex Wedd.,Urticaceae,More often than Every 2-3 weeks,,,Partial sun,24
1403826,Pereskia bleo (Kunth) DC.,Cactaceae,More often than Every 2 weeks,20,38,Full sun,50
1403967,Cereus hexagonus (L.) Mill.,Cactaceae,More often than Every 3 weeks,20,41,Full sun,50
1404002,Xylopia crinita R.E.Fr.,Annonaceae,,,,,5
1404481,Vanilla planifolia Jacks.,Orchidaceae,More often than Every week,20,38,Partial sun,41
1404745,Aciotis rubricaulis (Mart. ex DC.) Triana,Melastomataceae,,,,,20
1404776,Guatteria amplifolia Triana & Planch.,Annonaceae,,,,,59
1404804,Luffa cylindrica (L.) M.Roem.,Cucurbitaceae,,,,,36
1405061,Cryptostegia madagascariensis Bojer ex Decne.,Apocynaceae,,,,,23
1405088,Schefflera decaphylla (Seem.) Harms,Araliaceae,,,,,9
1405252,Aphelandra scabra (Vahl) Sm.,Acanthaceae,More often than Every 2-3 weeks,20,38,Partial sun,52
1405641,Asystasia gangetica (L.) T.Anderson,Acanthaceae,More often than Every week,20,38,Full sun,43
1405653,Piriqueta cistoides (L.) Griseb.,Turneraceae,More often than Every week,,,Full sun,10
1405685,Acalypha wilkesiana MÃ¼ll.Arg.,Euphorbiaceae,More often than Every 1-2 weeks,20,41,Full sun,52
1405686,Breynia disticha J.R.Forst. & G.Forst.,Phyllanthaceae,More often than Every week,20,38,Full sun,58
1405703,Crotalaria incana L.,Fabaceae,More often than Every week,15,38,Full sun,52
1406426,Crotalaria pallida Aiton,Fabaceae,More often than Every week,15,38,Full sun,38
1406486,Kigelia africana (Lam.) Benth.,Bignoniaceae,More often than Every 2 weeks,20,38,Full sun,46
1406756,Guatteria citriodora Ducke,Annonaceae,,,,,9
1406863,Acalypha indica L.,Euphorbiaceae,More often than Every week,20,38,Full sun,53
1407077,Guatteria punctata (Aubl.) R.A.Howard,Annonaceae,More often than Every week,,,Full sun,27
1407379,Anthurium crystallinum Linden & AndrÃ©,Araceae,More often than Every week,20,41,Partial sun,55
1407873,Cryptopus elatus (Thouars) Lindl.,Orchidaceae,More often than Every week,20,38,Partial sun,51
1407874,Cryptostegia grandiflora R.Br.,Apocynaceae,More often than Every week,20,38,Full sun,59
1408034,Eranthemum pulchellum Andrews,Acanthaceae,More often than Every week,20,38,Full sun,43
1408037,Alocasia cucullata (Lour.) G.Don,Araceae,More often than Twice per week,20,38,Partial sun,54
1408041,Alocasia longiloba Miq.,Araceae,,,,,8
1408045,Alocasia macrorrhizos (L.) G.Don,Araceae,More often than Every week,20,38,Partial sun,49
1408066,Faujasia salicifolia (Pers.) C.Jeffrey,Asteraceae,More often than Every week,,,Partial sun,0
1408071,Fernelia buxifolia Lam.,Rubiaceae,,,,,47
1408092,Fragaria x ananassa Duchesne ex Rozier,Rosaceae,,,,,15
1408107,Geniostoma borbonicum (Lam.) Spreng.,Loganiaceae,,,,,1
1408160,Hernandia mascarenensis (Meisn.) Kubitzki,Hernandiaceae,,,,,53
1408214,Hypericum lanceolatum Lam.,Hypericaceae,,,,,26
1408227,Acacia auriculiformis A.Cunn. ex Benth.,Fabaceae,More often than Every 2 weeks,20,38,Full sun,51
1408284,Leonitis nepetifolia (L.) R.Br.,Lamiaceae,,,,,20
1408386,Mussaenda arcuata Poir.,Rubiaceae,,,,,48
1408401,Nephrolepis abrupta (Bory) Mett.,Nephrolepidaceae,,,,,56
1408421,Acacia heterophylla (Lam.) Willd.,Fabaceae,More often than Every 2-3 weeks,15,38,Full sun,41
1408451,Paederia foetida L.,Rubiaceae,More often than Every week,10,38,Full sun,47
1408468,Pelargonium x asperum Ehrh. ex Willd.,Geraniaceae,,,,,42
1408490,Pereskia grandifolia Haw.,Cactaceae,More often than Every 1-2 weeks,20,38,Full sun,56
1408502,Antirhea borbonica J.F.Gmel.,Rubiaceae,More often than Every 2-3 weeks,,,Partial sun,33
1408507,Phyllanthus emblica L.,Phyllanthaceae,More often than Every 2-3 weeks,20,38,Full sun,38
1408508,Phyllanthus niruroides MÃ¼ll.Arg.,Phyllanthaceae,,,,,50
1408509,Phyllanthus phillyreifolius Poir.,Phyllanthaceae,,,,,14
1408557,Pongamia pinnata (L.) Pierre,Fabaceae,More often than Every 2 weeks,20,38,Full sun,44
1408594,Acacia podalyriifolia A.Cunn. ex G.Don,Fabaceae,More often than Every 2 weeks,5,32,Full sun,52
1408657,Schefflera actinophylla (F.Muell.) Harms,Araliaceae,More often than Every 1-2 weeks,20,38,Partial sun,53
1408688,Acalypha hispida Burm.f.,Euphorbiaceae,More often than Every week,20,41,Full sun,49
1408718,Acalypha integrifolia Willd.,Euphorbiaceae,,,,,3
1408727,Stemodia verticillata (Mill.) Hassl.,Plantaginaceae,More often than Every week,,,Full sun,12
1408734,Stoebe passerinoides (Lam.) Willd.,Asteraceae,,,,,16
1408738,Strongylodon macrobotrys A.Gray,Fabaceae,More often than Every week,20,38,Partial sun,39
1408774,Tradescantia pallida (Rose) D.R.Hunt,Commelinaceae,More often than Every 1-2 weeks,20,38,Partial sun,38
1408788,Trimezia martinicensis (Jacq.) Herb.,Iridaceae,More often than Every week,20,38,Partial sun,39
1408810,Vangueria madagascariensis J.F.Gmel.,Rubiaceae,,,,,35
1408812,Vepris lanceolata (Lam.) G.Don,Rutaceae,,,,,49
1408845,Zaleya pentandra (L.) C.Jeffrey,Aizoaceae,,,,,33
1408869,Cereus repandus (L.) Mill.,Cactaceae,More often than Every 2-3 weeks,20,38,Full sun,57
1408874,Bismarckia nobilis Hildebr. & H.Wendl.,Arecaceae,More often than Every 1-2 weeks,20,41,Full sun,52
1408953,Acacia nilotica (L.) Delile,Fabaceae,,,,,10
1408961,Schefflera arboricola (Hayata) Merr.,Araliaceae,More often than Every 1-2 weeks,20,38,Partial sun,44
1408979,Fragaria chiloensis (L.) Mill.,Rosaceae,More often than Twice per week,20,35,Full sun,43
1409185,Aphelandra squarrosa Nees,Acanthaceae,More often than Every week,20,38,Full sun,38
1409191,Gynura aurantiaca (Blume) Sch.Bip. ex DC.,Asteraceae,More often than Every week,20,38,Full sun,56
1409195,Pereskia aculeata Mill.,Cactaceae,More often than Every 2 weeks,20,38,Full sun,43
1409214,Peperomia argyreia (Miq.) E.Morren,Piperaceae,More often than Every week,20,38,Full shade,55
1409215,Peperomia caperata Yunck.,Piperaceae,More often than Every week,20,38,Full shade,53
1409216,Peperomia obtusifolia (L.) A. Dietr.,Piperaceae,More often than Every week,20,38,Full shade,53
1409238,Anthurium andraeanum Linden ex AndrÃ©,Araceae,More often than Every week,20,38,Full shade,46
1409239,Anthurium scherzerianum Schott,Araceae,More often than Twice per week,20,38,Partial sun,52
1409283,Zamia furfuracea L.f.,Zamiaceae,More often than Every 1-2 weeks,20,38,Partial sun,39
1409292,Dendrobium nobile Lindl.,Orchidaceae,More often than Twice per week,20,38,Full shade,49
1409295,Nandina domestica Thunb.,Berberidaceae,More often than Every 1-2 weeks,15,38,Full sun,45
1409296,Nymphaea nouchali Burm.f.,Nymphaeaceae,More often than Every week,20,38,Full sun,56
1409299,Falcataria moluccana (Miq.) Barneby & J.W.Grimes,Fabaceae,More often than Every 2-3 weeks,20,38,Full sun,52
1409328,Acacia tortuosa (L.) Willd.,Fabaceae,,,,,56
1409407,Bourreria succulenta Jacq.,Boraginaceae,,,,,12
1409521,Crotalaria brevidens Benth.,Fabaceae,,,,,45
1409525,Crotalaria pumila Ortega,Fabaceae,More often than Every week,20,38,Full sun,47
1409550,Dendrobium chrysotoxum Lindl.,Orchidaceae,More often than Every week,20,38,Partial sun,46
1409551,Dendrobium crumenatum Sw.,Orchidaceae,More often than Every week,20,38,Partial sun,48
1409552,Dendrobium moschatum (Buch.-Ham.) Sw.,Orchidaceae,,,,,5
1409586,Entada gigas (L.) Fawc. & Rendle,Fabaceae,More often than Every 3 weeks,20,38,Full sun,56
1409642,Fittonia albivenis (Lindl. ex Veitch) R.K. Brummitt,Acanthaceae,More often than Every week,20,38,Partial sun,42
1409705,Illicium verum Hook.f.,Schisandraceae,More often than Every 2 weeks,15,35,Full sun,38
1409746,Lactuca floridana (L.) Gaertn.,Asteraceae,More often than Every week,20,35,Partial sun,42
1409824,Mussaenda pubescens Dryand.,Rubiaceae,More often than Every 2-3 weeks,20,38,Full sun,46
1409834,Neolamarckia cadamba (Roxb.) Bosser,Rubiaceae,More often than Every 2 weeks,20,38,Full sun,41
